label,message
spam,Your mobile number has won 50000 in the lucky draw! Claim before it expires: tinyurl.com/win-prize
ham,Mom said dinner will be ready by noon.
ham,"John, the weather looks nice today, want to go for a walk?"
ham,"Rahul, let me know once you land at the airport."
ham,"Ravi, great job on the presentation today!"
ham,The project deadline got extended to next Wednesday.
ham,See you at the gym at 9am?
ham,"Priya, happy birthday! Hope you have a great day."
ham,"Meera, great job on the presentation today!"
ham,Let me know once you land at the airport.
ham,Can we reschedule our call to 9am?
ham,"Sara, happy birthday! Hope you have a great day."
ham,"Thanks for helping me yesterday, really appreciate it."
ham,"The weather looks nice today, want to go for a walk?"
ham,"Ravi, i watched that movie you recommended, it was great."
ham,"Please call me when you're free, nothing urgent."
ham,"Meera, i watched that movie you recommended, it was great."
ham,Can you help me move some boxes this weekend?
ham,See you at the gym at 8am?
ham,"Rahul, i finished the assignment, sending it to you now."
ham,"Sara, can you send me your address again?"
ham,Do you want to grab coffee tomorrow?
ham,"I'm running late, start without me."
ham,"Thanks for helping me yesterday, really appreciate it."
ham,"Priya, what time does the movie start tonight?"
ham,"I'll be there in 12 minutes, traffic is bad."
ham,"Anjali, i reached home safely, thanks for dropping me."
ham,"Meera, i finished the assignment, sending it to you now."
ham,Can we reschedule our call to 9am?
ham,"Thanks for helping me yesterday, really appreciate it."
ham,"I reached home safely, thanks for dropping me."
ham,The project deadline got extended to next Friday.
ham,Are you coming to the party on Saturday?
ham,Please send me the notes from today's class.
spam,Limited time offer! Get 90% off on all products. Shop now: secure-verify.info
ham,"Aman, what time does the movie start tonight?"
ham,What time does the movie start tonight?
ham,"Hey, are we still meeting at 9am today?"
ham,"Meera, can we reschedule our call to 10:30am?"
ham,"Aman, happy birthday! Hope you have a great day."
ham,"I watched that movie you recommended, it was great."
ham,Can you send me your address again?
ham,"John, just checking in, how have you been?"
ham,I'll send the report by end of day.
ham,"Ravi, can you pick up milk on your way home?"
ham,Can you pick up milk on your way home?
ham,"Just checking in, how have you been?"
ham,Can we reschedule our call to 5pm?
ham,"Hey, are we still meeting at 9am today?"
ham,"Aman, just checking in, how have you been?"
ham,How was your exam? Hope it went well.
ham,I'll send the report by end of day.
spam,Cash prize of Rs.50000 is waiting for you! Click get-reward.net to claim instantly.
ham,"Meera, great job on the presentation today!"
ham,What time does the movie start tonight?
ham,Please send me the notes from today's class.
spam,Congratulations! You have WON a gift voucher worth Rs.2500. Click here to claim now: secure-verify.info
ham,"I watched that movie you recommended, it was great."
ham,"Anjali, the project deadline got extended to next Friday."
ham,"Rahul, just checking in, how have you been?"
ham,Can we reschedule our call to 8am?
spam,Cash prize of Rs.2500 is waiting for you! Click secure-verify.info to claim instantly.
ham,Great job on the presentation today!
spam,Limited time offer! Get 70% off on all products. Shop now: get-reward.net
ham,"I left my charger at your place, can I pick it up?"
ham,"I finished the assignment, sending it to you now."
ham,Mom said dinner will be ready by 6pm.
ham,"I reached home safely, thanks for dropping me."
ham,Can we reschedule our call to 6pm?
ham,"I finished the assignment, sending it to you now."
ham,"I finished the assignment, sending it to you now."
ham,"I'll be there in 35 minutes, traffic is bad."
ham,Are you coming to the party on Saturday?
ham,Don't forget the meeting tomorrow at 10:30am.
ham,Do you want to grab coffee tomorrow?
ham,Great job on the presentation today!
ham,"Hey, are we still meeting at 10:30am today?"
ham,"I watched that movie you recommended, it was great."
ham,"Rahul, the weather looks nice today, want to go for a walk?"
spam,You have been selected for a FREE holiday package!! Call 08001234567 now to claim your prize.
ham,Let me know once you land at the airport.
ham,"I finished the assignment, sending it to you now."
spam,FREE entry into our 5000 weekly prize draw just by texting WIN to 09876543210.
ham,I'll send the report by end of day.
ham,Please send me the notes from today's class.
ham,"John, let's catch up this weekend, it's been a while."
ham,Can you send me your address again?
ham,"Let's catch up this weekend, it's been a while."
ham,"Rahul, hey, are we still meeting at 6pm today?"
ham,Let me know once you land at the airport.
ham,"Ravi, congrats on the new job! So happy for you."
ham,"I finished the assignment, sending it to you now."
spam,Act now! Investment opportunity guaranteed to double your money in 25 days.
ham,"Aman, i reached home safely, thanks for dropping me."
ham,"Aman, mom said dinner will be ready by 7:15pm."
spam,FREE entry into our 10000 weekly prize draw just by texting WIN to 09876543210.
ham,"Aman, happy birthday! Hope you have a great day."
ham,"Aman, can you pick up milk on your way home?"
ham,Congrats on the new job! So happy for you.
ham,"Priya, don't forget the meeting tomorrow at 6pm."
ham,"John, great job on the presentation today!"
spam,Limited time offer! Get 90% off on all products. Shop now: get-reward.net
ham,"Just checking in, how have you been?"
ham,Great job on the presentation today!
ham,Can we reschedule our call to noon?
spam,Earn Rs.10000 per day working from home! No investment needed. Join now: secure-verify.info
ham,Do you want to grab coffee tomorrow?
ham,Can you help me move some boxes this weekend?
spam,FINAL NOTICE: Your subscription payment failed. Update details at secure-verify.info immediately.
ham,"Meera, great job on the presentation today!"
ham,"Priya, i watched that movie you recommended, it was great."
ham,"John, don't forget the meeting tomorrow at 9am."
ham,How was your exam? Hope it went well.
ham,"Sara, i left my charger at your place, can I pick it up?"
ham,"Ravi, can you pick up milk on your way home?"
ham,"John, how was your exam? Hope it went well."
ham,"John, i finished the assignment, sending it to you now."
ham,"Rahul, can you help me move some boxes this weekend?"
ham,"I left my charger at your place, can I pick it up?"
spam,Act now! Investment opportunity guaranteed to double your money in 31 days.
ham,I'll send the report by end of day.
ham,"Let's catch up this weekend, it's been a while."
ham,Can you send me your address again?
ham,Let me know once you land at the airport.
ham,Happy birthday! Hope you have a great day.
ham,"Aman, can you help me move some boxes this weekend?"
ham,Congrats on the new job! So happy for you.
spam,Your number has been randomly selected to win an iPhone! Claim at bit.ly/claim-now
ham,Happy birthday! Hope you have a great day.
ham,"Sara, can you send me your address again?"
spam,Earn Rs.5000 per day working from home! No investment needed. Join now: tinyurl.com/win-prize
ham,"I finished the assignment, sending it to you now."
ham,"Thanks for helping me yesterday, really appreciate it."
ham,"I'll be there in 44 minutes, traffic is bad."
ham,"I finished the assignment, sending it to you now."
ham,Do you want to grab coffee tomorrow?
ham,Mom said dinner will be ready by noon.
spam,Cash prize of Rs.10000 is waiting for you! Click offer-link.co to claim instantly.
spam,Congratulations! You have WON a holiday package worth Rs.5000. Click here to claim now: bit.ly/claim-now
ham,"Meera, i reached home safely, thanks for dropping me."
spam,WINNER!! As a valued customer you have won a cash reward. Text WIN to 09876543210 to collect.
ham,Great job on the presentation today!
spam,Earn Rs.2500 per day working from home! No investment needed. Join now: get-reward.net
ham,"John, can you send me your address again?"
ham,"Hey, are we still meeting at 5pm today?"
spam,"Dear customer, your bank account will be blocked. Update KYC immediately: get-reward.net"
ham,"Aman, happy birthday! Hope you have a great day."
ham,Can you help me move some boxes this weekend?
ham,"John, happy birthday! Hope you have a great day."
ham,"Anjali, i watched that movie you recommended, it was great."
spam,Cash prize of Rs.10000 is waiting for you! Click get-reward.net to claim instantly.
ham,Mom said dinner will be ready by 10:30am.
spam,You have an unclaimed refund of Rs.10000. Claim it now before it expires: tinyurl.com/win-prize
ham,"Priya, what time does the movie start tonight?"
ham,I'll send the report by end of day.
spam,Your parcel could not be delivered. Pay Rs.2500 customs fee here: get-reward.net
ham,"I watched that movie you recommended, it was great."
ham,"John, congrats on the new job! So happy for you."
ham,"The weather looks nice today, want to go for a walk?"
ham,"Meera, are you coming to the party on Saturday?"
ham,"Priya, can we reschedule our call to 10:30am?"
ham,"Anjali, don't forget the meeting tomorrow at noon."
ham,Happy birthday! Hope you have a great day.
ham,"I'm running late, start without me."
ham,"The weather looks nice today, want to go for a walk?"
ham,"John, how was your exam? Hope it went well."
spam,Earn Rs.10000 per day working from home! No investment needed. Join now: offer-link.co
ham,"Aman, do you want to grab coffee tomorrow?"
ham,"Sara, what time does the movie start tonight?"
ham,"Ravi, thanks for helping me yesterday, really appreciate it."
ham,"Aman, what time does the movie start tonight?"
ham,"Priya, please send me the notes from today's class."
ham,Mom said dinner will be ready by 10:30am.
ham,"Anjali, can we reschedule our call to 5pm?"
ham,"Meera, please call me when you're free, nothing urgent."
ham,"Let's catch up this weekend, it's been a while."
ham,See you at the gym at 6pm?
ham,"Meera, i left my charger at your place, can I pick it up?"
ham,Please send me the notes from today's class.
ham,"I finished the assignment, sending it to you now."
spam,Act now! Investment opportunity guaranteed to double your money in 11 days.
ham,"Rahul, please send me the notes from today's class."
ham,Don't forget the meeting tomorrow at 10:30am.
ham,"The weather looks nice today, want to go for a walk?"
ham,Can you help me move some boxes this weekend?
ham,"Just checking in, how have you been?"
ham,"Just checking in, how have you been?"
spam,Hot singles in your area want to chat with you now! Click secure-verify.info
ham,"Let's catch up this weekend, it's been a while."
ham,Are you coming to the party on Saturday?
spam,Congratulations! You have WON a gift voucher worth Rs.50000. Click here to claim now: get-reward.net
ham,"Please call me when you're free, nothing urgent."
ham,"Thanks for helping me yesterday, really appreciate it."
ham,"Meera, can you send me your address again?"
ham,I'll send the report by end of day.
ham,Are you coming to the party on Saturday?
ham,Can you send me your address again?
ham,"Just checking in, how have you been?"
ham,"Anjali, don't forget the meeting tomorrow at 5pm."
ham,"Meera, let's catch up this weekend, it's been a while."
spam,FINAL NOTICE: Your subscription payment failed. Update details at bit.ly/claim-now immediately.
ham,"Ravi, mom said dinner will be ready by 10:30am."
ham,Please send me the notes from today's class.
ham,Mom said dinner will be ready by noon.
spam,You have an unclaimed refund of Rs.2500. Claim it now before it expires: get-reward.net
ham,Don't forget the meeting tomorrow at 7:15pm.
ham,Please send me the notes from today's class.
ham,Great job on the presentation today!
ham,"Meera, can you pick up milk on your way home?"
ham,Let me know once you land at the airport.
ham,"I reached home safely, thanks for dropping me."
ham,Can we reschedule our call to 8am?
ham,"John, i'll send the report by end of day."
ham,Congrats on the new job! So happy for you.
ham,How was your exam? Hope it went well.
spam,Your parcel could not be delivered. Pay Rs.50000 customs fee here: bit.ly/claim-now
ham,"I watched that movie you recommended, it was great."
ham,"Priya, let's catch up this weekend, it's been a while."
ham,Can you pick up milk on your way home?
ham,"Just checking in, how have you been?"
ham,"Aman, i'll be there in 43 minutes, traffic is bad."
ham,"Aman, can you help me move some boxes this weekend?"
ham,"Thanks for helping me yesterday, really appreciate it."
ham,"Ravi, the weather looks nice today, want to go for a walk?"
ham,"Rahul, thanks for helping me yesterday, really appreciate it."
spam,"Dear customer, your bank account will be blocked. Update KYC immediately: offer-link.co"
ham,Can you pick up milk on your way home?
spam,"Dear customer, your bank account will be blocked. Update KYC immediately: secure-verify.info"
ham,How was your exam? Hope it went well.
ham,"I'm running late, start without me."
ham,I'll send the report by end of day.
spam,Cash prize of Rs.5000 is waiting for you! Click bit.ly/claim-now to claim instantly.
ham,"I watched that movie you recommended, it was great."
spam,Earn Rs.5000 per day working from home! No investment needed. Join now: secure-verify.info
ham,"Rahul, can we reschedule our call to 7:15pm?"
ham,"Priya, i left my charger at your place, can I pick it up?"
ham,Happy birthday! Hope you have a great day.
ham,The project deadline got extended to next Monday.
ham,"Rahul, see you at the gym at noon?"
spam,URGENT! Your account has been suspended. Verify now at secure-verify.info to avoid deactivation.
ham,Can you help me move some boxes this weekend?
ham,"Anjali, let's catch up this weekend, it's been a while."
ham,Don't forget the meeting tomorrow at 8am.
ham,"Thanks for helping me yesterday, really appreciate it."
spam,Congratulations! You have WON a cash reward worth Rs.50000. Click here to claim now: secure-verify.info
ham,Do you want to grab coffee tomorrow?
ham,What time does the movie start tonight?
ham,What time does the movie start tonight?
ham,Mom said dinner will be ready by 10:30am.
ham,Can you pick up milk on your way home?
ham,Can you send me your address again?
ham,How was your exam? Hope it went well.
ham,"Rahul, happy birthday! Hope you have a great day."
ham,"I'm running late, start without me."
ham,The project deadline got extended to next Monday.
ham,Can we reschedule our call to 8am?
ham,"Rahul, i left my charger at your place, can I pick it up?"
ham,"Priya, i'll be there in 7 minutes, traffic is bad."
ham,"Meera, please call me when you're free, nothing urgent."
ham,"I'll be there in 32 minutes, traffic is bad."
ham,"Hey, are we still meeting at 9am today?"
ham,Great job on the presentation today!
ham,"Please call me when you're free, nothing urgent."
ham,Can you send me your address again?
ham,Are you coming to the party on Saturday?
ham,Great job on the presentation today!
spam,You have been selected for a FREE cash reward!! Call 09876543210 now to claim your prize.
ham,"The weather looks nice today, want to go for a walk?"
ham,"Ravi, see you at the gym at 10:30am?"
ham,"The weather looks nice today, want to go for a walk?"
ham,"I finished the assignment, sending it to you now."
ham,Please send me the notes from today's class.
ham,Let me know once you land at the airport.
ham,"Let's catch up this weekend, it's been a while."
ham,Are you coming to the party on Saturday?
ham,"Ravi, do you want to grab coffee tomorrow?"
ham,"Aman, i'm running late, start without me."
ham,Mom said dinner will be ready by 9am.
ham,"I'll be there in 36 minutes, traffic is bad."
ham,"Meera, the project deadline got extended to next Monday."
ham,How was your exam? Hope it went well.
ham,"Aman, are you coming to the party on Saturday?"
ham,"Ravi, what time does the movie start tonight?"
ham,Please send me the notes from today's class.
spam,Your parcel could not be delivered. Pay Rs.50000 customs fee here: bit.ly/claim-now
ham,What time does the movie start tonight?
spam,Hot singles in your area want to chat with you now! Click bit.ly/claim-now
ham,"Hey, are we still meeting at 10:30am today?"
ham,The project deadline got extended to next Monday.
ham,"Meera, i'll send the report by end of day."
ham,Can you send me your address again?
ham,How was your exam? Hope it went well.
ham,"I finished the assignment, sending it to you now."
ham,"I'll be there in 19 minutes, traffic is bad."
ham,"Let's catch up this weekend, it's been a while."
spam,"Click here for a FREE iPhone 15 + free shipping, limited stock available: bit.ly/claim-now"
spam,Earn Rs.2500 per day working from home! No investment needed. Join now: secure-verify.info
ham,"Rahul, the weather looks nice today, want to go for a walk?"
ham,See you at the gym at 6pm?
ham,"John, let me know once you land at the airport."
ham,"I'm running late, start without me."
spam,Your number has been randomly selected to win an iPhone! Claim at secure-verify.info
ham,"I'm running late, start without me."
ham,"I reached home safely, thanks for dropping me."
ham,"Rahul, let's catch up this weekend, it's been a while."
ham,"The weather looks nice today, want to go for a walk?"
ham,"Please call me when you're free, nothing urgent."
ham,"Meera, i reached home safely, thanks for dropping me."
ham,Do you want to grab coffee tomorrow?
ham,"Aman, hey, are we still meeting at 5pm today?"
ham,"Priya, the weather looks nice today, want to go for a walk?"
ham,"John, thanks for helping me yesterday, really appreciate it."
ham,"Please call me when you're free, nothing urgent."
spam,Your mobile number has won 50000 in the lucky draw! Claim before it expires: bit.ly/claim-now
spam,Congrats! You are pre-approved for a credit card with Rs.10000 limit. Apply: offer-link.co
ham,Congrats on the new job! So happy for you.
ham,Mom said dinner will be ready by 7:15pm.
ham,"Let's catch up this weekend, it's been a while."
ham,The project deadline got extended to next Friday.
spam,You have been selected for a FREE laptop!! Call 09876543210 now to claim your prize.
spam,FREE entry into our 10000 weekly prize draw just by texting WIN to 08001234567.
ham,Please send me the notes from today's class.
spam,"Dear customer, your bank account will be blocked. Update KYC immediately: offer-link.co"
ham,Can you pick up milk on your way home?
ham,"Rahul, i'll send the report by end of day."
spam,"Dear customer, your bank account will be blocked. Update KYC immediately: tinyurl.com/win-prize"
ham,Do you want to grab coffee tomorrow?
ham,"John, mom said dinner will be ready by 8am."
ham,How was your exam? Hope it went well.
ham,"Ravi, i left my charger at your place, can I pick it up?"
ham,What time does the movie start tonight?
ham,"The weather looks nice today, want to go for a walk?"
ham,"I'm running late, start without me."
ham,Can you help me move some boxes this weekend?
ham,Congrats on the new job! So happy for you.
ham,"Ravi, how was your exam? Hope it went well."
ham,"I'm running late, start without me."
ham,"I finished the assignment, sending it to you now."
ham,"Priya, i'm running late, start without me."
ham,"Ravi, i'll send the report by end of day."
ham,"Rahul, don't forget the meeting tomorrow at 9am."
ham,"I watched that movie you recommended, it was great."
ham,"Priya, happy birthday! Hope you have a great day."
ham,"Ravi, i'll send the report by end of day."
ham,Can you pick up milk on your way home?
ham,Can you send me your address again?
ham,"Sara, happy birthday! Hope you have a great day."
ham,Don't forget the meeting tomorrow at 9am.
ham,"I left my charger at your place, can I pick it up?"
spam,Your mobile number has won 50000 in the lucky draw! Claim before it expires: secure-verify.info
ham,Can you help me move some boxes this weekend?
ham,Mom said dinner will be ready by 9am.
spam,"Dear customer, your bank account will be blocked. Update KYC immediately: get-reward.net"
ham,"I'm running late, start without me."
ham,"Thanks for helping me yesterday, really appreciate it."
ham,"Please call me when you're free, nothing urgent."
ham,"Please call me when you're free, nothing urgent."
ham,Do you want to grab coffee tomorrow?
ham,"Meera, mom said dinner will be ready by 5pm."
spam,Hot singles in your area want to chat with you now! Click tinyurl.com/win-prize
ham,"Priya, can you help me move some boxes this weekend?"
ham,Don't forget the meeting tomorrow at 6pm.
ham,"Priya, i'll send the report by end of day."
